participants,item,genre_grammatical,score_miserky,description,stereotype,numero_item,question,score,RT,genre_gram_le
1542443385 10ccb34e681fcd2daa88ed9728a56b23,guide touristique,le,0.44,neutre_le,neutre,14,1.,NA,NA,ale
1542443385 10ccb34e681fcd2daa88ed9728a56b23,secrétaire,le,0.82,feminin_le,feminin,1,1.,NA,NA,ale
1542443385 10ccb34e681fcd2daa88ed9728a56b23,bassiste,le,0.29,masculin_le,masculin,9,1.,NA,NA,ale
1542443385 10ccb34e681fcd2daa88ed9728a56b23,physiothérapeute,le,0.51,neutre_le,neutre,26,1.,NA,NA,ale
1542443385 10ccb34e681fcd2daa88ed9728a56b23,mannequin,le,0.68,feminin_le,feminin,19,1.,NA,NA,ale
1542443385 10ccb34e681fcd2daa88ed9728a56b23,diplomate,le,0.29,masculin_le,masculin,3,1.,NA,NA,ale
1542443385 10ccb34e681fcd2daa88ed9728a56b23,vétérinaire,la,0.49,neutre_la,neutre,35,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,neurologue,la,0.32,masculin_la,masculin,12,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,nutritionniste,la,0.74,feminin_la,feminin,10,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,biologiste,la,0.48,neutre_la,neutre,23,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,ministre,la,0.25,masculin_la,masculin,6,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,fleuriste,la,0.81,feminin_la,feminin,16,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,gynécologue,la,0.55,neutre_la,neutre,11,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,chimiste,la,0.3,masculin_la,masculin,24,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,réceptionniste,la,0.74,feminin_la,feminin,4,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,sténographe,la,0.5,neutre_la,neutre,29,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,taxidermiste,la,0.3,masculin_la,masculin,30,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,bibliothécaire,la,0.67,feminin_la,feminin,34,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,graphiste,la,0.43,neutre_la,neutre,5,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,métallurgiste,la,0.21,masculin_la,masculin,36,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,logopédiste,la,0.66,feminin_la,feminin,22,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,zoologiste,la,0.48,neutre_la,neutre,17,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,paysagiste,la,0.28,masculin_la,masculin,18,1.,NA,NA,la
1542443385 10ccb34e681fcd2daa88ed9728a56b23,dactylo,la,0.65,feminin_la,feminin,28,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,clown,le,0.18,masculin_le,masculin,20,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,manucure,le,0.9,feminin_le,feminin,15,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,pédiatre,le,0.51,neutre_le,neutre,31,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,bagagiste,le,0.19,masculin_le,masculin,14,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,secrétaire,le,0.82,feminin_le,feminin,3,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,physiothérapeute,le,0.51,neutre_le,neutre,25,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,diplomate,le,0.29,masculin_le,masculin,2,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,babysitter,le,0.9,feminin_le,feminin,33,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,violoniste,le,0.56,neutre_le,neutre,7,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,pilote,le,0.24,masculin_le,masculin,32,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,mannequin,le,0.68,feminin_le,feminin,21,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,journaliste,le,0.46,neutre_le,neutre,1,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,croque-mort,le,0.23,masculin_le,masculin,26,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,flûtiste,le,0.63,feminin_le,feminin,9,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,guide touristique,le,0.44,neutre_le,neutre,13,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,bassiste,le,0.29,masculin_le,masculin,8,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,modèle,le,0.65,feminin_le,feminin,27,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,photographe,le,0.45,neutre_le,neutre,19,1.,NA,NA,ale
1542448410 57be1696ad22f22794a9ecf705a1252d,sténographe,la,0.5,neutre_la,neutre,28,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,nutritionniste,la,0.74,feminin_la,feminin,12,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,chimiste,la,0.3,masculin_la,masculin,23,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,biologiste,la,0.48,neutre_la,neutre,22,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,logopédiste,la,0.66,feminin_la,feminin,24,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,taxidermiste,la,0.3,masculin_la,masculin,29,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,zoologiste,la,0.48,neutre_la,neutre,16,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,réceptionniste,la,0.74,feminin_la,feminin,6,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,métallurgiste,la,0.21,masculin_la,masculin,35,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,vétérinaire,la,0.49,neutre_la,neutre,34,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,fleuriste,la,0.81,feminin_la,feminin,18,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,paysagiste,la,0.28,masculin_la,masculin,17,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,graphiste,la,0.43,neutre_la,neutre,4,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,bibliothécaire,la,0.67,feminin_la,feminin,36,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,neurologue,la,0.32,masculin_la,masculin,11,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,gynécologue,la,0.55,neutre_la,neutre,10,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,dactylo,la,0.65,feminin_la,feminin,30,1.,NA,NA,la
1542448410 57be1696ad22f22794a9ecf705a1252d,ministre,la,0.25,masculin_la,masculin,5,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,taxidermiste,le,0.3,masculin_le,masculin,28,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,logopédiste,le,0.66,feminin_le,feminin,23,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,zoologiste,le,0.48,neutre_le,neutre,18,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,neurologue,le,0.32,masculin_le,masculin,10,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,nutritionniste,le,0.74,feminin_le,feminin,11,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,gynécologue,le,0.55,neutre_le,neutre,12,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,paysagiste,le,0.28,masculin_le,masculin,16,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,réceptionniste,le,0.74,feminin_le,feminin,5,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,graphiste,le,0.43,neutre_le,neutre,6,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,ministre,le,0.25,masculin_le,masculin,4,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,fleuriste,le,0.81,feminin_le,feminin,17,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,sténographe,le,0.5,neutre_le,neutre,30,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,métallurgiste,le,0.21,masculin_le,masculin,34,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,bibliothécaire,le,0.67,feminin_le,feminin,35,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,vétérinaire,le,0.49,neutre_le,neutre,36,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,chimiste,le,0.3,masculin_le,masculin,22,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,dactylo,le,0.65,feminin_le,feminin,29,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,biologiste,le,0.48,neutre_le,neutre,24,1.,NA,NA,ale
1542452666 3de5ac47ccde471db0fa4d068c3f045a,pilote,la,0.24,masculin_la,masculin,31,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,journaliste,la,0.46,neutre_la,neutre,3,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,babysitter,la,0.9,feminin_la,feminin,32,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,clown,la,0.18,masculin_la,masculin,19,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,physiothérapeute,la,0.51,neutre_la,neutre,27,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,manucure,la,0.9,feminin_la,feminin,14,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,croque-mort,la,0.23,masculin_la,masculin,25,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,pédiatre,la,0.51,neutre_la,neutre,33,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,secrétaire,la,0.82,feminin_la,feminin,2,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,diplomate,la,0.29,masculin_la,masculin,1,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,photographe,la,0.45,neutre_la,neutre,21,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,flûtiste,la,0.63,feminin_la,feminin,8,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,bassiste,la,0.29,masculin_la,masculin,7,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,violoniste,la,0.56,neutre_la,neutre,9,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,modèle,la,0.65,feminin_la,feminin,26,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,bagagiste,la,0.19,masculin_la,masculin,13,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,guide touristique,la,0.44,neutre_la,neutre,15,1.,NA,NA,la
1542452666 3de5ac47ccde471db0fa4d068c3f045a,mannequin,la,0.68,feminin_la,feminin,20,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,paysagiste,le,0.28,masculin_le,masculin,18,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,vétérinaire,le,0.49,neutre_le,neutre,35,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,dactylo,le,0.65,feminin_le,feminin,28,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,métallurgiste,le,0.21,masculin_le,masculin,36,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,biologiste,le,0.48,neutre_le,neutre,23,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,nutritionniste,le,0.74,feminin_le,feminin,10,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,taxidermiste,le,0.3,masculin_le,masculin,30,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,sténographe,le,0.5,neutre_le,neutre,29,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,fleuriste,le,0.81,feminin_le,feminin,16,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,neurologue,le,0.32,masculin_le,masculin,12,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,zoologiste,le,0.48,neutre_le,neutre,17,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,réceptionniste,le,0.74,feminin_le,feminin,4,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,chimiste,le,0.3,masculin_le,masculin,24,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,graphiste,le,0.43,neutre_le,neutre,5,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,logopédiste,le,0.66,feminin_le,feminin,22,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,ministre,le,0.25,masculin_le,masculin,6,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,gynécologue,le,0.55,neutre_le,neutre,11,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,bibliothécaire,le,0.67,feminin_le,feminin,34,1.,NA,NA,ale
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,journaliste,la,0.46,neutre_la,neutre,2,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,pilote,la,0.24,masculin_la,masculin,33,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,secrétaire,la,0.82,feminin_la,feminin,1,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,physiothérapeute,la,0.51,neutre_la,neutre,26,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,clown,la,0.18,masculin_la,masculin,21,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,manucure,la,0.9,feminin_la,feminin,13,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,violoniste,la,0.56,neutre_la,neutre,8,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,croque-mort,la,0.23,masculin_la,masculin,27,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,mannequin,la,0.68,feminin_la,feminin,19,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,pédiatre,la,0.51,neutre_la,neutre,32,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,bassiste,la,0.29,masculin_la,masculin,9,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,babysitter,la,0.9,feminin_la,feminin,31,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,guide touristique,la,0.44,neutre_la,neutre,14,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,bagagiste,la,0.19,masculin_la,masculin,15,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,flûtiste,la,0.63,feminin_la,feminin,7,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,photographe,la,0.45,neutre_la,neutre,20,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,diplomate,la,0.29,masculin_la,masculin,3,1.,NA,NA,la
1542469815 bd9d87c8f9829fab97b35b2ebd32452a,modèle,la,0.65,feminin_la,feminin,25,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,métallurgiste,le,0.21,masculin_le,masculin,35,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,bibliothécaire,le,0.67,feminin_le,feminin,36,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,zoologiste,le,0.48,neutre_le,neutre,16,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,taxidermiste,le,0.3,masculin_le,masculin,29,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,logopédiste,le,0.66,feminin_le,feminin,24,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,biologiste,le,0.48,neutre_le,neutre,22,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,ministre,le,0.25,masculin_le,masculin,5,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,dactylo,le,0.65,feminin_le,feminin,30,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,vétérinaire,le,0.49,neutre_le,neutre,34,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,chimiste,le,0.3,masculin_le,masculin,23,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,nutritionniste,le,0.74,feminin_le,feminin,12,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,sténographe,le,0.5,neutre_le,neutre,28,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,paysagiste,le,0.28,masculin_le,masculin,17,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,fleuriste,le,0.81,feminin_le,feminin,18,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,gynécologue,le,0.55,neutre_le,neutre,10,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,neurologue,le,0.32,masculin_le,masculin,11,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,réceptionniste,le,0.74,feminin_le,feminin,6,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,graphiste,le,0.43,neutre_le,neutre,4,1.,NA,NA,ale
1542474460 187467bb75c72de02b59d57297fc2dba,secrétaire,la,0.82,feminin_la,feminin,3,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,bagagiste,la,0.19,masculin_la,masculin,14,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,photographe,la,0.45,neutre_la,neutre,19,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,babysitter,la,0.9,feminin_la,feminin,33,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,pilote,la,0.24,masculin_la,masculin,32,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,pédiatre,la,0.51,neutre_la,neutre,31,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,manucure,la,0.9,feminin_la,feminin,15,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,bassiste,la,0.29,masculin_la,masculin,8,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,physiothérapeute,la,0.51,neutre_la,neutre,25,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,flûtiste,la,0.63,feminin_la,feminin,9,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,diplomate,la,0.29,masculin_la,masculin,2,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,guide touristique,la,0.44,neutre_la,neutre,13,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,modèle,la,0.65,feminin_la,feminin,27,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,croque-mort,la,0.23,masculin_la,masculin,26,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,journaliste,la,0.46,neutre_la,neutre,1,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,mannequin,la,0.68,feminin_la,feminin,21,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,clown,la,0.18,masculin_la,masculin,20,1.,NA,NA,la
1542474460 187467bb75c72de02b59d57297fc2dba,violoniste,la,0.56,neutre_la,neutre,7,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,biologiste,le,0.48,neutre_le,neutre,22,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,réceptionniste,le,0.74,feminin_le,feminin,6,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,taxidermiste,le,0.3,masculin_le,masculin,29,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,sténographe,le,0.5,neutre_le,neutre,28,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,fleuriste,le,0.81,feminin_le,feminin,18,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,chimiste,le,0.3,masculin_le,masculin,23,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,gynécologue,le,0.55,neutre_le,neutre,10,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,nutritionniste,le,0.74,feminin_le,feminin,12,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,neurologue,le,0.32,masculin_le,masculin,11,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,vétérinaire,le,0.49,neutre_le,neutre,34,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,logopédiste,le,0.66,feminin_le,feminin,24,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,ministre,le,0.25,masculin_le,masculin,5,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,graphiste,le,0.43,neutre_le,neutre,4,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,bibliothécaire,le,0.67,feminin_le,feminin,36,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,métallurgiste,le,0.21,masculin_le,masculin,35,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,zoologiste,le,0.48,neutre_le,neutre,16,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,dactylo,le,0.65,feminin_le,feminin,30,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,paysagiste,le,0.28,masculin_le,masculin,17,1.,NA,NA,ale
1542475125 a9f31f7c9e323e86c0a891e06df3172f,pédiatre,la,0.51,neutre_la,neutre,31,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,clown,la,0.18,masculin_la,masculin,20,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,modèle,la,0.65,feminin_la,feminin,27,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,violoniste,la,0.56,neutre_la,neutre,7,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,croque-mort,la,0.23,masculin_la,masculin,26,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,secrétaire,la,0.82,feminin_la,feminin,3,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,physiothérapeute,la,0.51,neutre_la,neutre,25,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,diplomate,la,0.29,masculin_la,masculin,2,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,babysitter,la,0.9,feminin_la,feminin,33,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,journaliste,la,0.46,neutre_la,neutre,1,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,pilote,la,0.24,masculin_la,masculin,32,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,manucure,la,0.9,feminin_la,feminin,15,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,photographe,la,0.45,neutre_la,neutre,19,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,bagagiste,la,0.19,masculin_la,masculin,14,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,mannequin,la,0.68,feminin_la,feminin,21,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,guide touristique,la,0.44,neutre_la,neutre,13,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,bassiste,la,0.29,masculin_la,masculin,8,1.,NA,NA,la
1542475125 a9f31f7c9e323e86c0a891e06df3172f,flûtiste,la,0.63,feminin_la,feminin,9,1.,NA,NA,la
1542504167 5fadf9e358e50e593790055954d67e83,photographe,le,0.45,neutre_le,neutre,20,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,bagagiste,le,0.19,masculin_le,masculin,15,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,secrétaire,le,0.82,feminin_le,feminin,1,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,violoniste,le,0.56,neutre_le,neutre,8,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,pilote,le,0.24,masculin_le,masculin,33,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,modèle,le,0.65,feminin_le,feminin,25,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,journaliste,le,0.46,neutre_le,neutre,2,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,bassiste,le,0.29,masculin_le,masculin,9,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,mannequin,le,0.68,feminin_le,feminin,19,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,guide touristique,le,0.44,neutre_le,neutre,14,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,croque-mort,le,0.23,masculin_le,masculin,27,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,flûtiste,le,0.63,feminin_le,feminin,7,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,pédiatre,le,0.51,neutre_le,neutre,32,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,diplomate,le,0.29,masculin_le,masculin,3,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,babysitter,le,0.9,feminin_le,feminin,31,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,physiothérapeute,le,0.51,neutre_le,neutre,26,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,clown,le,0.18,masculin_le,masculin,21,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,manucure,le,0.9,feminin_le,feminin,13,1.,NA,NA,ale
1542504167 5fadf9e358e50e593790055954d67e83,taxidermiste,la,0.3,masculin_la,masculin,30,1.,NA,NA,la
1542504167 5fadf9e358e50e593790055954d67e83,vétérinaire,la,0.49,neutre_la,neutre,35,1.,NA,NA,la
